wt34	wt35	AN1	AN2	CTR1	CTR2	LSC159	LSC177	LSCabb	LSCAN40	LSCAN55
SDF4	3372	1707	401	307	202	237	226	174	363	151	171
SDHA	498	234	726	522	329	380	97	43	88	44	96
SDHAF1	438	172	212	309	155	134	26	25	49	26	22
SDHAF2	206	98	684	578	427	324	71	42	105	54	51
SDHAF3	473	202	2686	1706	1549	2024	100	142	301	126	166
SDHAF4	695	248	339	272	224	324	28	21	76	51	20
SDHB	9813	4277	7391	5042	4022	4706	797	401	983	565	1054
SDHC	858	656	1728	1027	1052	1263	224	188	369	154	174
SDHD	4748	2200	7360	7932	4613	6016	77	87	250	81	96
SDK1	114	53	16	9	13	9	8	5	13	3	1
SDK2	5	2	194	85	128	47	316	119	226	151	145
SDR16C5	599	322	2164	869	630	635	100	82	153	124	140
SDR39U1	60	13	1	0	0	0	155	177	307	133	193
SDR42E1	1256	454	594	948	336	538	85	63	101	41	81
SDR42E2	0	0	4	0	0	1	2	0	0	0	0
SDR9C7	1	2	11	7	25	13	0	0	0	1	0
SDS	0	2	0	0	0	0	0	0	0	0	0
SDSL	399	74	49	127	73	99	15	7	20	2	9
SEBOX	0	0	0	0	0	0	0	0	0	0	0
SEC11A	11572	4453	9346	7936	6925	6612	934	913	1799	739	942
SEC11C	945	393	2696	4095	1222	2294	147	207	322	117	189
SEC13	3217	1607	5026	3488	3054	3037	797	521	948	582	800
SEC14L1	868	522	635	532	421	617	316	196	595	167	258
SEC14L2	687	354	191	120	86	93	48	24	58	13	29
SEC14L3	0	0	0	0	0	0	0	0	0	0	0
SEC14L4	1	1	8	0	6	0	4	0	3	3	4
SEC14L5	6	1	0	3	2	5	0	0	0	0	0
SEC14L6	1	0	9	3	5	1	1	0	1	0	0
SEC16A	670	540	604	685	450	309	610	396	816	396	537
SEC16B	3	1	8	2	6	9	1	1	1	0	1
SEC22A	810	349	900	743	538	581	88	80	143	72	94
SEC22B	1630	932	721	645	493	451	74	61	171	50	104
SEC22C	2582	1205	3401	2334	1874	2225	350	302	577	239	300
SEC23A	10392	5449	5722	4366	4008	3736	528	508	1268	362	485
SEC23A-AS1	0	1	0	0	0	0	0	0	0	0	0
SEC23B	5543	2683	2643	2340	1471	2008	361	382	989	291	505
SEC23IP	1220	990	1205	763	687	709	285	231	470	223	330
SEC24A	766	463	966	743	731	573	141	137	287	91	170
SEC24B	956	571	1126	1201	856	940	220	138	351	100	224
SEC24B-AS1	18	3	58	17	12	29	3	3	10	4	4
SEC24C	1234	886	7	2	2	4	368	159	415	194	334
SEC24D	957	515	1975	1407	1452	1229	347	230	590	231	313
SEC31A	2441	1432	2905	2330	2233	1924	1215	818	1670	754	1056
SEC31B	11	3	21	20	13	13	6	0	6	0	10
SEC61A1	4900	2774	802	717	325	362	177	100	185	124	172
SEC61A2	98	69	134	132	58	53	40	37	92	46	59
SEC61B	2842	1201	11027	8599	5977	6418	1328	1081	1863	885	1247
SEC61G	3861	1588	10686	7427	5112	7422	1536	1277	2567	1044	1298
SEC62	2855	1435	5610	4319	3220	3649	652	516	1060	450	712
SEC62-AS1	5	2	0	0	0	0	1	0	0	0	0
SEC63	801	342	4539	5730	2919	3598	839	637	1130	510	772
SECISBP2	941	438	404	409	219	314	192	90	230	142	148
SECISBP2L	786	405	437	318	264	261	188	108	276	92	143
SECTM1	32	16	5	12	2	8	15	6	12	16	13
SEH1L	2327	1126	1917	1541	928	1292	302	314	649	252	394
SEL1L	5099	1889	2512	4161	1447	1782	501	377	736	307	469
SEL1L2	0	0	0	0	0	3	0	0	0	0	0
SEL1L3	1211	510	1220	2619	930	1176	189	138	239	116	99
SELE	1	0	0	0	0	0	0	0	0	0	0
SELENBP1	26	4	65	90	49	52	9	6	16	6	5
SELENOF	9603	3862	13562	12547	8185	9442	703	657	1305	514	976
SELENOH	1258	551	491	490	421	329	129	70	205	139	96
SELENOI	4350	2246	725	813	461	714	455	376	744	351	497
SELENOK	1336	558	5345	3804	2474	2591	163	113	317	129	165
SELENOM	205	54	54	306	244	74	19	10	9	7	13
SELENON	75	48	411	307	169	175	71	58	126	141	52
SELENOO	447	220	89	83	38	35	63	33	74	41	48
SELENOP	46	5	111	57	88	146	104	100	199	58	62
SELENOS	2108	643	4177	5336	2172	2181	375	373	603	303	440
SELENOT	4381	1963	9924	7059	5822	6629	374	345	739	277	395
SELENOV	0	0	0	0	0	0	0	0	1	0	0
SELENOW	3661	2076	1289	778	824	685	974	885	1774	916	896
SELL	5	0	4	2	0	2	0	0	0	0	0
SELP	0	0	1	1	0	0	0	0	0	1	0
SELPLG	1	1	3	1	3	1	2	1	0	2	1
SEM1	1789	935	11926	6681	5437	7385	743	557	1279	650	660
SEMA3A	457	360	748	568	241	261	83	178	238	96	191
SEMA3B	23	4	48	70	27	33	4	0	4	1	1
SEMA3B-AS1	0	0	4	10	9	4	0	0	0	0	0
SEMA3C	8363	3018	14712	7655	9207	5244	1429	1624	2332	1202	771
SEMA3D	115	99	50	25	11	29	12	2	15	14	7
SEMA3E	59	22	2	0	6	1	0	0	0	0	0
SEMA3F	795	479	199	190	100	125	78	35	177	76	65
SEMA3F-AS1	13	4	0	0	4	0	0	1	1	1	0
SEMA3G	0	1	8	3	8	0	2	3	16	2	0
SEMA4A	122	43	344	117	122	132	137	73	229	114	151
SEMA4B	363	182	3377	1630	1174	1795	1411	1051	1656	1061	1278
SEMA4C	227	105	93	75	46	55	7	8	16	16	12
SEMA4D	15	6	67	74	12	24	7	1	21	8	5
SEMA4F	425	280	371	177	189	212	88	56	88	48	87
SEMA4G	9	1	15	8	4	3	2	1	2	0	0
SEMA5A	17	11	117	211	114	41	27	27	21	19	23
SEMA5A-AS1	0	0	0	0	0	0	0	0	0	0	0
SEMA5B	28	1	0	0	3	1	0	0	0	0	0
SEMA6A	1	1	22	11	17	5	9	1	11	12	6
SEMA6A-AS1	2	0	1	1	1	3	7	3	2	2	4
SEMA6A-AS2	1	0	3	0	6	0	0	0	0	0	0
SEMA6B	3	1	1	0	1	0	0	0	0	0	1
SEMA6C	25	12	5	3	2	3	1	0	5	0	0
SEMA6D	23	1	67	43	16	10	6	3	9	0	8
SEMA7A	142	205	257	110	67	43	120	41	115	94	61
SEMG1	0	0	0	0	0	0	0	0	0	0	0
SEMG2	0	0	1	0	0	0	0	0	0	0	0
SENCR	8	2	0	2	5	0	3	2	0	1	0
SENP1	1031	445	325	242	167	248	186	121	247	128	224
SENP2	1640	1043	845	696	553	649	161	147	272	132	190
SENP3	885	397	159	237	119	118	86	101	277	94	100
SENP3-EIF4A1	1	2	0	0	0	0	0	0	0	0	0
SENP5	2298	1530	631	520	389	413	204	111	233	98	142
SENP6	2101	993	1573	1624	1167	1444	391	295	574	221	340
SENP7	948	316	370	365	289	314	49	16	108	32	37
SENP8	241	103	236	307	166	209	18	19	45	22	17
SEPHS1	1231	1037	1218	721	530	787	205	138	253	131	285
SEPHS2	3421	1323	1941	3023	1318	1582	156	169	338	131	177
SEPSECS	1173	338	263	238	236	290	24	24	48	15	23
SEPSECS-AS1	3	0	22	6	17	40	20	5	16	6	5
SEPTIN1	3	2	1	3	0	0	16	1	3	14	7
SEPTIN10	2716	1057	4659	3087	2729	3242	341	325	849	270	320
SEPTIN11	3741	2784	2962	2440	2060	2048	719	526	1093	435	507
SEPTIN12	0	0	1	0	0	0	0	0	0	0	0
SEPTIN14	0	0	0	0	0	0	0	0	0	0	0
SEPTIN2	11327	6429	9761	6316	4852	5609	2461	1427	4076	1250	2154
SEPTIN3	0	0	7	1	2	0	1	0	0	0	0
SEPTIN4	200	42	10	12	26	8	1	1	1	1	0
SEPTIN4-AS1	1	1	1	0	0	1	0	0	0	0	1
SEPTIN5	0	0	0	0	0	0	0	0	0	0	0
SEPTIN6	498	152	243	215	245	121	40	33	65	37	43
SEPTIN7	12149	5360	4840	3395	2761	3194	506	485	896	321	511
SEPTIN7-AS1	30	9	9	20	13	8	2	2	5	1	1
SEPTIN8	2140	1581	1521	588	656	654	281	237	539	222	278
SEPTIN9	5338	4599	914	579	494	672	1066	578	1445	675	792
SEPTIN9-DT	7	3	0	0	0	0	0	0	0	0	0
SERAC1	509	215	215	313	112	146	63	30	82	26	39
SERBP1	17293	12332	14956	12222	9226	12696	1249	1140	2941	1013	1529
SERF1A	0	0	0	0	0	0	0	0	0	0	0
SERF1B	21	7	0	0	0	0	0	0	0	0	0
SERF2	4582	1764	2587	2072	1987	1477	1651	1263	2677	1297	1080
SERGEF	561	254	290	242	229	138	18	21	20	11	10
SERHL2	31	7	11	8	5	4	1	0	3	1	1
SERINC1	8152	3003	5645	6603	3825	4476	486	349	730	318	485
SERINC2	3789	2439	2320	1762	1103	732	1295	946	1776	1218	1003
SERINC3	6303	2915	3996	3974	2652	2690	634	475	1038	432	594
SERINC4	0	0	0	0	0	0	0	0	2	0	0
SERINC5	1837	933	1373	1879	1045	1404	526	343	774	228	416
SERP1	4886	2015	8107	8810	4936	6243	1267	1202	2125	897	1360
SERP2	24	25	67	26	34	34	9	16	15	7	9
SERPINA1	80	16	60	23	25	8	3	3	4	0	3
SERPINA10	16	6	1	3	0	1	0	0	0	0	0
SERPINA11	1	0	0	0	0	0	0	0	0	0	0
SERPINA12	0	0	0	0	0	0	0	0	0	0	0
SERPINA3	2	0	2	0	3	0	0	0	0	0	0
SERPINA4	0	0	0	0	0	0	0	0	0	0	0
SERPINA5	0	0	0	30	19	1	0	0	0	0	0
SERPINA6	0	0	1	0	0	0	0	1	0	0	0
SERPINA7	0	0	0	0	0	0	0	0	0	0	0
SERPINA9	0	0	2	21	5	0	0	0	0	0	0
SERPINB1	5303	2184	6725	4324	10313	7241	148	169	295	178	95
SERPINB10	12	3	13	1	17	22	5	0	5	0	0
SERPINB11	0	0	1	0	1	0	0	0	0	1	0
SERPINB12	7	6	4	0	0	0	0	0	0	0	0
SERPINB13	2418	809	184	248	439	494	38	27	108	11	8
SERPINB2	3209	1574	6182	1783	6456	4757	787	981	1386	388	127
SERPINB3	77	41	21	8	23	4	0	3	4	1	1
SERPINB4	9	7	73	15	144	2	0	0	3	0	0
SERPINB5	25643	13629	9745	5812	10814	12969	4374	2748	6599	3053	2741
SERPINB6	2311	1047	1230	1405	881	821	314	245	472	155	313
SERPINB7	2009	1012	2159	1199	3077	2766	165	124	392	78	104
SERPINB8	255	113	1743	1314	1013	1435	229	259	425	201	270
SERPINB9	166	48	80	27	134	33	2	6	22	15	7
SERPINB9P1	16	6	0	0	0	0	1	0	0	1	1
SERPINC1	0	0	0	0	0	0	0	0	0	0	0
SERPIND1	1	2	0	0	0	3	0	0	1	0	0
SERPINE1	10501	6573	5585	7455	5853	3361	2419	1192	2486	1103	1223
SERPINE2	500	268	13668	14769	13533	6999	2018	1918	1809	1137	1965
SERPINE3	6	2	0	0	0	0	0	0	0	0	0
SERPINF1	390	62	489	1337	757	531	166	104	209	124	56
SERPINF2	73	36	42	20	12	20	5	5	9	1	3
SERPING1	5	2	128	82	78	36	10	7	42	18	13
SERPINH1	4857	3107	1311	1675	1329	1174	1178	936	1602	797	1052
SERPINI1	171	72	291	172	158	256	12	7	31	8	8
SERPINI2	1	0	0	0	0	0	0	0	0	0	0
SERTAD1	1440	635	393	443	224	363	65	36	34	31	46
SERTAD2	530	275	935	1098	779	1026	280	243	547	189	262
SERTAD3	643	308	117	123	88	55	38	36	88	20	46
SERTAD4	231	240	858	146	353	475	110	70	151	64	102
SERTAD4-AS1	89	37	732	199	228	406	31	31	62	24	12
SERTM1	0	0	0	0	0	0	0	0	0	0	0
SERTM2	0	0	1	0	0	1	0	0	0	0	0
SESN1	568	226	429	1070	550	408	71	41	254	54	69
SESN2	1784	269	528	1212	294	823	148	169	494	187	142
SESN3	2735	869	851	1044	1026	1421	367	230	1299	174	188
SESTD1	483	307	878	871	570	526	192	168	331	179	221
SET	30016	18254	12857	11011	6770	12063	917	1011	1479	666	1117
SETBP1	115	92	224	118	157	181	145	67	110	51	220
SETD1A	33	25	37	40	22	27	41	19	82	32	46
SETD1B	82	38	147	182	119	141	191	129	267	133	168
SETD2	1341	688	581	512	384	407	602	476	726	395	614
SETD3	4484	1973	910	808	556	643	286	241	434	189	319
SETD4	566	171	402	368	225	344	83	40	128	58	107
SETD5	1115	553	795	677	482	655	496	225	582	281	362
SETD6	243	153	236	222	149	184	32	31	49	32	31
SETD7	3732	1988	1674	1488	1306	1530	630	547	1036	292	519
SETD9	265	127	544	276	298	422	25	40	73	23	50
SETDB1	732	518	123	69	79	82	105	85	179	67	120
SETDB2	902	326	182	165	125	195	31	18	52	24	47
SETMAR	269	141	202	157	177	178	34	29	69	21	36
SETSIP	9	3	0	0	0	0	0	0	0	0	0
SETX	5240	2997	787	670	379	389	594	384	637	369	510
SEZ6	0	1	0	0	0	0	8	0	16	13	0
SEZ6L	0	0	0	0	0	0	0	0	0	0	0
SEZ6L2	100	38	90	166	126	73	48	19	43	58	16
SF1	816	697	1942	1715	1039	1182	1246	1127	1897	942	1537
SF3A1	463	506	1235	927	673	766	465	365	669	286	501
SF3A2	129	85	260	188	129	136	109	34	57	104	89
SF3A3	4274	2633	1812	1248	878	1254	341	248	388	207	419
SF3B1	9045	7108	5694	3934	3550	3969	1079	926	2036	709	1146
SF3B2	4189	2738	2179	1972	1248	1259	664	298	780	374	596
SF3B3	2791	3452	1312	941	784	942	542	421	1030	379	644
SF3B4	61	64	902	614	406	447	763	744	795	634	748
SF3B5	1503	1028	2898	3921	1785	1736	591	222	626	439	569
SF3B6	8865	3489	16031	11168	9190	13079	1377	1237	2635	1119	1924
SFI1	433	187	79	60	24	34	31	11	24	20	24
SFMBT1	679	376	153	112	59	78	50	24	54	37	48
SFMBT2	2	0	13	12	8	5	2	0	3	1	7
SFN	15647	9556	21993	13330	13198	12571	5888	3242	5079	3363	4217
SFPQ	6657	5555	4107	2607	2016	2999	2825	2457	3879	1811	3382
SFR1	643	298	902	353	288	577	78	49	132	53	94
SFRP1	1026	1395	115	166	146	602	425	162	1108	98	338
SFRP2	0	0	8	4	9	2	0	0	0	0	0
SFRP4	0	0	0	0	0	0	0	0	0	0	0
SFRP5	1	2	1	0	0	0	0	0	0	0	0
SFSWAP	695	415	335	335	224	268	282	164	250	159	203
SFT2D1	727	418	8180	5453	4366	4952	436	308	815	324	507
SFT2D2	2365	1983	1194	791	763	866	642	552	983	461	640
SFT2D3	0	0	0	0	0	0	33	28	74	33	37
SFTA1P	1414	350	1597	1110	724	666	95	26	127	71	72
SFTA2	0	0	1	0	5	6	0	0	0	0	0
SFTA3	0	0	0	1	0	0	0	0	0	0	0
SFTPA1	0	0	0	0	0	0	0	0	0	0	0
SFTPA2	0	0	0	0	0	2	0	0	0	0	0
SFTPB	4	0	0	0	1	0	0	0	0	0	0
SFTPC	0	0	0	0	0	0	0	0	0	0	0
SFTPD	12	2	10	7	6	6	0	0	0	0	0
SFTPD-AS1	0	0	0	0	0	0	0	0	0	0	0
SFXN1	3779	2963	1224	785	558	701	289	181	398	184	297
SFXN2	185	298	159	85	69	155	57	42	98	25	64
SFXN3	450	322	563	275	331	224	28	40	101	35	34
SFXN4	911	533	188	191	108	124	35	29	62	40	48
SFXN5	98	105	88	50	38	30	53	19	53	21	30
SGCA	0	0	6	6	6	3	0	1	0	0	1
SGCB	503	272	1893	1152	1086	1051	265	170	482	199	250
SGCD	0	0	2	52	72	5	0	1	2	1	0
SGCE	2266	669	1110	465	196	112	47	21	118	66	92
SGCG	1	2	2	432	3	5	0	0	0	0	0
SGCZ	4	0	0	0	0	0	0	0	0	0	0
SGF29	156	58	130	114	61	60	10	7	19	5	14
SGIP1	1	0	5	36	87	7	2	1	5	2	2
SGK1	1562	947	1651	862	1066	1811	168	124	359	132	200
SGK2	0	0	4	2	0	1	3	0	2	0	0
SGK3	1176	501	771	741	380	620	77	85	146	69	93
SGMS1	2166	1023	1562	745	827	1217	229	195	391	167	267
SGMS1-AS1	45	25	31	5	10	22	9	10	18	5	17
SGMS2	1616	1035	1308	1071	1008	1046	361	284	458	205	298
SGO1	169	125	410	103	139	305	66	45	117	40	88
SGO1-AS1	9	2	0	3	0	1	4	1	1	0	0
SGO2	906	884	651	383	446	691	196	180	419	127	200
SGPL1	2957	1207	1331	1749	953	1247	538	394	821	373	438
SGPP1	2031	936	2865	2776	1472	1677	181	153	388	134	207
SGPP2	631	125	49	223	91	63	5	0	8	1	1
SGSH	96	61	25	9	8	4	22	6	26	12	12
SGSM1	0	0	0	0	0	0	0	0	0	0	0
SGSM2	280	169	135	100	80	68	73	33	95	37	46
SGSM3	10	7	37	18	21	16	7	11	20	8	7
SGTA	1429	881	141	97	42	68	26	17	48	14	25
SGTB	2570	743	483	1380	296	349	80	89	171	70	94
SH2B1	289	176	97	76	47	50	38	21	62	23	19
SH2B2	45	17	3	11	3	2	0	0	2	2	0
SH2B3	591	451	1047	598	511	490	168	134	248	111	178
SH2D1A	0	0	2	3	2	0	0	0	1	0	0
SH2D1B	0	0	0	0	4	4	0	0	0	0	0
SH2D2A	11	3	281	60	49	26	37	14	34	26	20
SH2D3A	2197	818	507	362	162	295	78	49	102	52	52
SH2D3C	14	3	16	14	6	6	4	0	5	3	0
SH2D4A	512	250	165	107	72	109	50	37	39	28	44
SH2D4B	1	0	0	1	0	0	0	1	0	0	0
SH2D5	715	420	1081	415	402	405	210	79	180	126	237
SH2D6	0	0	1	1	0	0	0	0	1	0	0
SH2D7	1	0	0	0	0	0	0	0	0	0	0
SH3BGR	3	0	0	3	0	0	0	0	0	0	0
SH3BGRL	1613	642	6670	4019	5090	4164	250	220	533	160	195
SH3BGRL2	554	250	235	437	175	277	26	25	67	25	44
SH3BGRL3	449	275	1656	2278	1196	1130	4188	3923	9015	3858	4689
SH3BP1	52	35	361	156	154	143	406	225	533	360	427
SH3BP2	494	150	466	532	280	311	133	82	246	108	141
SH3BP4	1349	700	1020	1198	538	863	349	326	468	273	349
SH3BP5	91	42	0	2	1	0	132	81	214	70	124
SH3BP5-AS1	16	10	25	48	21	11	16	8	18	12	17
SH3BP5L	1129	716	69	48	32	37	13	8	12	11	19
SH3D19	1262	700	1925	1571	1223	1575	390	235	654	217	361
SH3D21	55	35	14	18	14	22	43	34	104	36	40
SH3GL1	912	405	982	788	454	485	196	177	380	98	169
SH3GL2	2	0	1	12	4	1	0	0	0	0	2
SH3GL3	11	6	18	20	11	14	3	1	7	1	3
SH3GLB1	6622	2787	4263	3889	2801	2846	686	493	1096	443	612
SH3GLB2	796	335	208	108	72	128	125	71	125	89	99
SH3KBP1	484	299	690	699	676	513	202	153	292	90	140
SH3PXD2A	2885	1748	1907	1173	1130	977	1429	715	1665	888	827
SH3PXD2A-AS1	86	72	104	14	30	43	21	20	7	15	16
SH3PXD2B	714	376	401	301	410	260	171	116	190	117	94
SH3RF1	1397	720	1035	1056	700	962	257	220	430	173	217
SH3RF2	1862	660	470	198	209	305	213	117	213	121	179
SH3RF3	74	21	1	34	56	8	1	2	1	1	0
SH3RF3-AS1	18	5	0	9	2	0	0	0	0	0	0
SH3TC1	1166	568	123	145	37	39	38	15	42	24	11
SH3TC2	92	197	106	37	24	82	10	14	21	3	12
SH3TC2-DT	8	15	54	10	15	45	9	5	4	5	6
SH3YL1	2596	899	3088	4446	3761	1327	290	179	489	325	279
SHANK1	0	0	0	0	0	0	0	0	0	0	0
SHANK2	174	80	87	67	93	148	37	11	125	28	41
SHANK2-AS1	0	0	0	0	0	0	0	0	0	0	0
SHANK2-AS2	3	0	0	0	0	0	0	0	0	0	0
SHANK2-AS3	1	0	0	0	0	0	0	0	0	0	0
SHANK3	35	17	113	95	56	51	40	40	70	42	28
SHARPIN	493	231	73	58	50	38	66	47	78	37	61
SHB	343	153	477	351	220	365	86	45	88	55	91
SHBG	4	0	0	4	0	4	1	0	0	0	0
SHC1	6249	2849	2099	3520	2103	1240	1146	755	3310	1277	1003
SHC2	0	0	1	0	18	7	0	0	0	0	0
SHC3	1	0	8	22	23	5	0	2	0	0	1
SHC4	2	1	9	3	6	7	0	0	2	1	0
SHCBP1	884	1363	1337	443	466	734	219	189	381	146	293
SHCBP1L	0	0	4	0	4	0	0	0	0	0	0
SHD	0	0	0	0	0	0	0	0	0	0	0
SHE	1	2	0	0	0	0	0	0	0	0	0
SHF	97	24	7	7	10	9	1	0	0	3	0
SHFL	45	31	574	362	296	187	168	88	244	115	123
SHH	1	0	0	0	0	0	0	0	0	0	0
SHISA2	0	1	21	7	8	2	3	1	1	2	1
SHISA3	0	0	2	0	1	0	0	1	0	0	0
SHISA4	155	58	38	43	22	15	8	2	10	6	1
SHISA5	2428	1391	1851	1584	882	1056	483	293	702	356	534
SHISA6	0	1	0	0	1	0	0	0	0	0	0
SHISA7	0	0	0	0	0	0	0	0	0	0	0
SHISA8	0	0	0	0	0	0	0	0	0	0	0
SHISA9	1	0	1	1	0	5	1	0	1	0	1
SHISAL1	0	0	0	5	6	3	0	1	0	0	1
SHISAL2A	2	0	9	3	5	5	0	0	0	0	0
SHISAL2B	3	0	1	1	1	3	0	0	1	0	0
SHKBP1	1021	468	288	203	146	153	163	132	278	104	121
SHLD1	79	38	84	88	73	55	6	11	15	7	7
SHLD2	1368	746	397	374	228	311	36	47	53	25	41
SHLD3	176	81	230	221	104	153	20	20	38	18	38
SHMT1	1528	1247	939	342	265	467	119	111	177	68	139
SHMT2	6120	2161	2577	2543	1365	2405	917	827	1482	727	1139
SHOC1	39	30	0	2	2	2	0	0	3	1	0
SHOC2	3455	1334	1177	1322	625	890	289	214	423	218	309
SHOX	0	1	0	0	0	0	0	1	1	0	0
SHOX2	1	4	1	3	0	0	0	0	1	0	0
SHPK	70	72	143	98	90	85	60	21	29	25	45
SHPRH	655	488	67	49	27	40	178	114	253	109	162
SHQ1	1138	781	779	540	391	449	77	68	117	53	76
SHROOM1	86	74	51	27	20	15	3	5	19	9	7
SHROOM2	115	96	168	60	73	50	49	33	70	14	39
SHROOM3	949	743	318	140	177	298	109	125	301	80	120
SHROOM4	14	9	16	5	18	12	8	3	8	5	4
SHTN1	670	317	1742	951	816	811	265	199	359	171	193
SI	0	0	0	0	0	0	0	0	0	0	0
SIAE	537	182	404	302	266	301	88	41	140	55	83
SIAH1	420	114	858	894	691	964	153	168	316	109	163
SIAH2	1171	420	2235	1418	1590	2193	390	312	607	254	316
SIAH2-AS1	8	6	3	1	5	2	1	1	0	0	1
SIAH3	5	2	1	0	0	7	1	0	5	0	1
SIDT1	12	1	1	3	1	16	0	2	6	0	3
SIDT1-AS1	0	0	0	0	0	0	0	0	1	0	0
SIDT2	325	136	87	82	106	79	45	39	83	32	25
SIGIRR	342	125	45	88	36	41	13	15	10	13	12
SIGLEC1	0	0	0	0	0	0	0	0	0	0	0
SIGLEC10	0	0	0	0	0	0	0	0	0	1	0
SIGLEC11	0	0	0	0	0	0	0	0	1	0	0
SIGLEC12	0	0	0	0	0	0	0	0	0	0	0
SIGLEC14	0	0	0	0	0	0	0	0	1	0	0
SIGLEC15	3	0	75	5	54	34	6	0	1	1	0
SIGLEC5	0	0	0	0	0	0	0	0	0	0	0
SIGLEC6	0	0	0	0	0	0	0	0	2	0	0
SIGLEC7	0	0	0	0	0	0	0	0	0	0	0
SIGLEC8	0	0	0	1	0	0	0	0	0	0	0
SIGLEC9	0	0	1	0	0	0	0	0	0	0	0
SIGLECL1	0	0	0	0	0	0	0	0	0	0	0
SIGMAR1	2346	1483	2662	1521	1027	1307	629	267	739	528	796
SIK1	18	9	1	193	19	125	0	0	1	4	4
SIK1B	173	78	332	170	215	119	10	4	17	5	3
SIK2	693	420	252	283	196	215	116	71	176	57	88
SIK3	373	232	214	222	140	145	192	135	211	111	164
SIKE1	2895	1440	2045	1490	1201	1679	306	237	659	211	408
SIL1	1607	623	254	281	127	166	30	18	32	26	21
SILC1	0	1	0	0	1	0	0	0	1	0	0
SIM1	0	0	0	0	0	1	1	0	0	0	0
SIM2	15	8	35	21	15	10	1	0	1	1	0
SIMC1	131	87	362	143	172	179	48	25	65	33	37
SIN3A	938	616	484	470	308	404	249	164	436	165	220
SIN3B	475	346	365	216	235	202	243	122	328	146	167
SINHCAF	6746	2740	394	558	270	326	129	86	154	70	120
SIPA1	233	123	94	97	71	40	5	8	7	11	5
SIPA1L1	1041	336	305	373	182	197	199	147	247	132	166
SIPA1L2	108	47	52	201	24	37	7	7	13	9	3
SIPA1L3	351	320	75	39	23	55	169	203	273	110	105
SIRLNT	0	0	0	0	0	0	0	0	1	0	0
SIRPA	599	297	766	561	477	479	121	95	160	98	95
SIRPB1	1	1	1	0	0	3	1	1	1	0	0
SIRPB2	23	10	5	7	3	1	0	0	0	0	0
SIRPD	0	0	0	0	0	0	0	0	0	0	0
SIRPG	0	0	0	0	0	0	0	0	0	0	0
SIRPG-AS1	0	0	0	1	0	0	0	0	0	0	0
SIRT1	541	264	278	376	168	292	78	73	165	55	101
SIRT2	1702	706	241	176	99	109	111	118	208	90	106
SIRT3	486	172	245	205	166	147	45	26	66	29	43
SIRT4	28	11	13	15	12	15	4	0	2	1	0
SIRT5	1322	453	571	552	345	548	96	62	190	64	73
SIRT6	334	162	50	51	18	23	16	7	15	9	7
SIRT7	624	253	205	250	123	151	83	42	95	55	69
SIT1	0	0	0	0	0	0	0	0	0	0	0
SIVA1	1608	783	1548	1303	716	1118	189	75	146	159	137
SIX1	245	142	3	8	8	1	2	0	10	0	8
SIX2	0	0	2	8	2	2	0	0	23	5	0
SIX3	0	0	0	5	0	0	0	0	3	2	5
SIX3-AS1	0	0	0	0	0	0	0	0	2	0	1
SIX4	930	438	273	466	203	199	49	41	95	34	61
SIX5	50	19	0	1	1	0	39	34	108	32	44
SIX6	0	0	0	0	0	0	0	0	0	0	0
SKA1	1275	792	339	110	100	249	84	67	141	59	123
SKA2	4472	2989	4783	1711	2040	2852	466	423	774	334	503
SKA3	333	275	768	228	255	482	99	89	188	73	167
SKAP1	0	2	0	0	0	0	0	0	0	0	0
SKAP1-AS1	0	0	0	0	0	0	0	0	0	0	0
SKAP2	1061	465	1019	612	442	440	131	74	247	116	123
SKI	204	139	228	130	99	138	374	239	441	336	407
SKIDA1	15	4	20	9	8	10	2	1	2	1	1
SKIL	2728	1206	833	1014	653	490	243	189	347	152	204
SKIV2L	915	765	152	126	73	67	39	30	44	19	23
SKOR1	3	0	2	0	0	0	0	1	1	0	0
SKOR2	0	0	0	0	0	0	0	0	0	0	0
SKP1	2316	1392	18295	11976	10452	12089	1093	708	2050	695	936
SKP2	2471	2706	944	378	508	706	160	105	278	87	197
SLA	1	0	0	1	0	0	0	0	0	0	0
SLA2	1	0	0	1	0	0	0	1	0	0	0
SLAIN1	1	0	21	13	1	33	0	0	1	0	1
SLAIN2	1355	702	2339	2227	1466	1967	540	419	853	327	503
SLAMF1	0	0	2	0	0	0	0	0	0	0	0
SLAMF6	0	0	0	0	0	0	0	0	0	0	0
SLAMF7	3	4	165	72	64	43	38	18	18	18	26
SLAMF8	0	0	0	0	1	0	0	0	0	0	0
SLAMF9	2	4	26	14	21	27	3	0	3	4	2
SLBP	2417	1359	4869	4163	2473	3062	306	322	597	242	409
SLC10A1	2	10	0	0	0	0	0	0	0	0	0
SLC10A2	0	1	15	1	3	2	6	0	2	0	2
SLC10A3	281	136	251	323	155	217	31	41	63	33	33
SLC10A4	1	0	0	1	0	3	0	0	1	0	0
SLC10A5	20	6	4	4	2	16	0	1	2	0	3
SLC10A6	1	6	0	2	1	0	10	5	2	0	2
SLC10A7	315	178	424	215	246	350	72	72	109	67	93
SLC11A1	12	5	5	7	3	11	0	0	3	0	0
SLC11A2	848	462	1165	805	517	653	234	171	287	184	201
SLC12A1	1	0	0	0	0	0	0	0	0	0	0
SLC12A2	1330	1043	1003	794	572	859	309	273	564	226	318
