	LSC159	LSC177	LSCabb1	LSCabb2	PKC19
RELL2	0	0	0	0	0
FCHSD1	9	3	1	4	5
ARAP3	49	32	11	38	2
PCDH1	1	0	0	1	0
LOC729080	0	0	1	0	0
KIAA0141	5	2	1	3	0
RNF14	169	194	176	300	158
GNPDA1	192	149	144	174	223
NDFIP1	298	243	183	297	234
LOC102723929	3	2	1	3	2
SPRY4	99	68	39	64	28
AC005592.2	4	1	3	4	0
LOC101926961	0	0	0	0	1
FGF1	3	0	1	4	9
LOC101926975	0	0	0	0	1
ARHGAP26	49	40	22	36	16
NR3C1	125	132	134	141	163
YIPF5	166	179	157	218	180
KCTD16	0	0	0	0	1
PRELID2	50	25	26	44	15
SH3RF2	113	49	35	60	65
PLAC8L1	0	1	0	1	0
LARS	388	323	291	318	230
RBM27	216	197	183	185	176
TCERG1	438	384	296	392	237
PPP2R2B	0	0	0	3	9
STK32A	1	0	0	0	0
DPYSL3	265	169	69	133	4
SPINK5	14	9	8	15	31
SPINK14	0	0	1	0	0
SPINK6	1	2	2	7	52
FBXO38	74	72	66	100	73
ADRB2	168	125	59	121	183
SH3TC2	15	15	10	18	7
AFAP1L1	24	19	13	22	49
GRPEL2	124	130	99	134	83
PCYOX1L	21	14	11	16	8
IL17B	0	0	1	0	0
CSNK1A1	1134	973	821	1193	1252
ARHGEF37	7	3	2	5	45
PPARGC1B	46	43	23	36	47
PDE6A	2	0	0	2	1
SLC26A2	146	100	87	126	59
TIGD6	1	3	4	3	12
HMGXB3	43	21	17	57	47
CSF1R	0	0	0	1	0
PDGFRB	0	5	0	0	0
CAMK2A	1	0	0	0	0
ARSI	3	5	2	3	7
TCOF1	147	171	65	194	78
CD74	101	36	29	63	0
RPS14	1385	1073	730	1075	1414
LOC102546298	0	0	0	0	1
NDST1	81	50	16	49	28
SYNPO	128	42	50	85	35
MYOZ3	1	0	0	0	1
RBM22	248	208	148	181	163
DCTN4	164	161	153	190	156
SMIM3	83	111	78	155	75
ZNF300	35	37	29	40	41
ZNF300P1	2	5	4	3	3
GPX3	200	64	23	72	39
TNIP1	181	86	45	92	29
ANXA6	81	57	30	24	11
CCDC69	7	4	1	1	4
GM2A	244	167	205	216	255
SLC36A3	1	0	1	0	0
SLC36A1	8	1	0	1	3
FAT2	123	73	18	28	25
SPARC	1924	1165	548	783	402
ATOX1	185	67	68	83	89
LOC100652758	1	0	0	0	0
G3BP1	1924	1714	1279	1923	1019
NMUR2	0	0	0	0	0
GRIA1	1	1	0	0	0
FAM114A2	107	89	93	126	100
MFAP3	128	91	71	115	91
GALNT10	2	5	0	4	1
SAP30L	44	40	17	36	52
LARP1	481	490	162	408	243
FAXDC2	8	3	1	8	4
CNOT8	159	110	115	170	120
GEMIN5	82	77	69	90	82
MRPL22	72	45	55	66	76
KIF4B	0	1	0	0	0
SGCD	0	0	0	1	0
HAVCR2	0	0	0	2	1
MED7	36	27	32	32	46
CYFIP2	1	0	0	0	0
NIPAL4	67	24	4	20	34
ADAM19	84	37	25	52	5
SOX30	1	0	3	0	0
THG1L	19	24	11	26	31
LSM11	4	4	2	6	1
CLINT1	514	392	330	407	364
RNF145	304	253	204	295	166
UBLCP1	213	187	175	163	146
AC008703.1	1	0	0	0	0
TTC1	200	188	102	203	167
PWWP2A	104	71	63	72	51
FABP6	0	1	0	0	0
CCNJL	63	30	27	55	2
C1QTNF2	2	0	0	0	1
C5orf54	9	4	16	11	7
SLU7	97	77	88	63	105
PTTG1	455	263	395	454	548
ATP10B	0	0	0	2	1
RP11-109J4.1	0	0	1	1	0
CCNG1	208	184	246	284	244
NUDCD2	138	136	152	165	227
HMMR	58	64	68	43	36
RP11-80G7.1	0	0	0	0	0
MAT2B	333	306	327	447	308
LOC102724458	0	0	0	0	1
TENM2	978	591	816	828	247
WWC1	101	69	31	71	64
RARS	282	203	157	217	172
FBLL1	0	1	1	1	2
PANK3	112	86	68	83	86
SLIT3	42	17	8	23	9
SPDL1	113	75	85	101	57
DOCK2	0	2	0	1	0
LCP2	0	0	0	0	1
RANBP17	0	1	1	1	1
NPM1	1129	950	817	1076	1021
FBXW11	88	61	77	74	86
STK10	73	39	26	43	36
EFCAB9	1	0	0	0	0
UBTD2	108	104	98	134	119
SH3PXD2B	7	2	0	0	6
NEURL1B	6	3	6	24	55
DUSP1	58	89	49	135	112
ERGIC1	127	115	80	113	119
LOC100268168	1	0	1	3	0
RPL26L1	137	57	90	36	84
ATP6V0E1	407	425	278	473	339
CREBRF	34	15	27	33	37
BNIP1	15	14	13	15	21
LOC101928115	1	0	1	0	0
STC2	156	259	147	375	31
BOD1	65	46	58	61	89
CPEB4	118	116	92	119	80
MSX2	24	25	17	24	17
SFXN1	193	148	104	173	83
HRH2	0	0	0	2	0
THOC3	2	2	27	49	5
LOC100507387	0	0	0	0	1
SIMC1	34	15	12	39	35
KIAA1191	402	361	289	479	400
ARL10	3	2	0	6	2
NOP16	84	61	57	63	98
HIGD2A	155	176	71	242	230
CLTB	760	630	258	808	564
FAF2	529	421	220	346	226
RNF44	74	64	113	149	69
GPRIN1	10	10	2	10	6
SNCB	0	0	0	0	1
TSPAN17	37	21	12	26	27
UIMC1	83	44	48	52	68
ZNF346	38	20	15	19	28
FGFR4	5	1	0	1	1
NSD1	201	132	82	137	91
RAB24	9	5	3	10	6
PRELID1	26	49	6	57	20
MXD3	0	0	0	0	2
LMAN2	453	255	122	327	263
RGS14	17	6	19	6	17
F12	18	11	5	12	10
GRK6	4	2	1	2	2
PRR7	0	1	2	0	4
DBN1	175	141	73	239	56
PDLIM7	45	21	11	18	6
DOK3	4	4	1	3	2
DDX41	84	36	28	49	35
FAM193B	39	19	26	45	15
TMED9	409	273	82	260	159
B4GALT7	43	7	12	10	14
LOC202181	1	0	0	0	1
LOC728554	103	140	54	159	59
RP11-423H2.3	1	3	2	4	2
FAM153C	0	0	0	0	0
LOC101928349	1	0	0	0	0
N4BP3	0	2	0	1	1
RMND5B	41	43	10	50	57
NHP2	76	58	50	42	76
GMCL1P1	3	4	4	8	5
HNRNPAB	52	26	28	21	22
PHYKPL	0	0	1	0	0
COL23A1	0	1	0	0	0
CLK4	31	21	20	21	40
ZNF354A	22	8	17	28	34
AACSP1	0	1	0	1	1
ZNF354B	6	1	6	5	3
ZFP2	0	1	2	0	0
ZNF879	3	6	5	6	10
ZNF354C	10	5	6	6	4
ADAMTS2	0	2	0	0	1
RUFY1	141	167	67	150	170
HNRNPH1	989	1042	960	1380	983
C5orf60	1	0	0	0	0
CANX	2698	2383	1827	2333	1387
MAML1	93	77	50	84	63
LTC4S	1	0	0	2	1
MGAT4B	93	38	39	67	127
SQSTM1	543	315	223	345	628
C5orf45	1	0	0	0	0
LOC100996419	6	0	6	7	4
TBC1D9B	149	120	61	102	148
RNF130	140	96	56	120	57
MAPK9	157	126	131	167	135
GFPT2	0	2	0	1	2
CNOT6	259	243	267	367	236
FLT4	0	0	0	0	0
MGAT1	231	51	62	101	95
LOC102724758	0	0	0	0	0
HEIH	14	7	3	10	14
LINC00847	3	3	5	12	5
ZFP62	0	1	0	4	4
BTNL9	0	1	0	0	0
TRIM7	19	7	4	14	11
TRIM41	78	68	56	76	93
GNB2L1	1787	1153	886	1482	1631
CTC-338M12.4	12	3	2	9	3
TRIM52	2	1	0	0	2
TRIM52-AS1	6	3	1	0	2
DUSP22	65	41	39	45	84
IRF4	0	0	0	0	1
EXOC2	128	64	76	99	87
FOXQ1	17	5	19	30	70
FOXF2	0	0	0	0	2
FOXC1	56	51	67	108	56
GMDS	47	39	59	87	44
GMDS-AS1	2	3	7	7	0
MYLK4	4	1	0	5	1
WRNIP1	179	220	170	314	199
SERPINB1	106	116	80	113	81
SERPINB6	207	163	61	216	66
LINC01011	3	2	0	4	2
NQO2	30	18	3	15	9
HTATSF1P2	11	6	3	6	3
LOC101927759	1	0	0	1	0
RIPK1	58	54	27	27	33
BPHL	17	16	16	18	21
TUBB2A	193	96	116	138	127
TUBB2B	0	1	2	1	2
PSMG4	64	62	26	74	42
SLC22A23	71	36	25	46	61
LOC100507336	3	0	0	2	0
PXDC1	92	79	45	85	99
FAM50B	24	19	18	22	23
PRPF4B	125	103	81	69	71
ECI2	32	24	9	17	17
RP3-400B16.1	0	0	0	1	0
CDYL	117	115	103	95	81
RPP40	37	40	19	29	39
LYRM4	6	8	3	8	4
LOC101927319	1	0	0	0	0
FARS2	36	39	25	27	34
NRN1	2	0	22	47	10
RREB1	190	129	119	147	175
SSR1	1133	957	770	1131	627
CAGE1	0	0	0	0	0
RIOK1	96	85	66	74	86
LOC101928076	9	10	10	4	8
DSP	3520	3069	2878	3974	7762
SNRNP48	78	86	39	72	73
TXNDC5	0	0	1	0	0
BLOC1S5	0	0	0	0	0
EEF1E1	1	7	5	3	2
SLC35B3	57	38	60	64	60
RP11-314C16.1	1	0	1	2	2
TFAP2A	762	666	511	818	1130
TFAP2A-AS1	0	0	0	0	0
LINC00518	4	1	0	8	2
RP1-290I10.5	0	0	0	1	1
LOC101928146	0	1	2	0	0
GCNT2	17	15	24	29	24
C6orf52	8	3	2	5	8
PAK1IP1	115	97	88	54	90
TMEM14C	44	47	26	30	9
LOC100506379	0	0	0	1	0
TMEM14B	286	257	92	286	108
MAK	6	3	8	2	5
SYCP2L	8	4	7	6	1
ELOVL2	0	0	0	0	2
SMIM13	104	76	74	110	75
NEDD9	58	38	49	61	7
TMEM170B	0	0	1	3	0
ADTRP	102	42	58	65	102
HIVEP1	84	58	43	35	59
EDN1	8	4	7	9	5
LOC101928281	1	1	1	2	0
LOC102724414	0	0	0	1	0
PHACTR1	0	0	0	0	1
TBC1D7	88	52	43	105	45
GFOD1	24	18	17	20	20
SIRT5	51	38	52	77	64
NOL7	242	233	167	203	182
RANBP9	17	4	4	6	7
MCUR1	135	111	100	162	117
RNF182	1	0	1	0	1
CD83	46	22	13	20	3
LOC101928331	0	0	0	1	0
RP11-330A16.1	2	0	0	0	0
LOC102724463	0	0	0	0	0
JARID2	581	499	301	476	143
DTNBP1	31	21	9	15	19
LOC101928406	0	0	1	0	0
MYLIP	9	9	6	22	60
GMPR	4	1	7	7	13
ATXN1	78	50	47	68	95
LOC101928433	5	0	0	0	3
RBM24	56	59	33	60	2
CAP2	144	106	91	127	20
FAM8A1	76	58	64	55	73
NUP153	300	296	190	218	194
KIF13A	365	325	258	397	464
NHLRC1	6	5	6	5	6
TPMT	130	130	87	119	200
KDM1B	90	90	89	109	89
DEK	606	684	599	726	686
RNF144B	99	103	128	176	64
ID4	0	0	9	8	2
MBOAT1	46	33	32	43	39
E2F3	118	132	60	110	83
CDKAL1	49	29	23	22	32
SOX4	581	484	633	725	121
CASC15	1	0	0	0	0
NRSN1	1	0	0	0	0
DCDC2	30	24	10	5	3
MRS2	74	79	68	87	77
GPLD1	4	0	1	1	0
ALDH5A1	3	2	1	6	7
TDP2	168	141	104	133	155
ACOT13	85	103	89	118	85
C6orf62	504	446	458	660	538
GMNN	138	135	136	167	142
FAM65B	5	0	4	2	1
LRRC16A	102	95	70	69	85
TRIM38	144	95	73	104	93
HIST1H1A	7	11	2	2	5
HIST1H3B	1	1	0	0	1
HIST1H2AB	0	0	0	0	0
HIST1H3C	4	0	1	0	1
HIST1H1C	20	15	8	7	7
HFE	22	17	2	13	1
HIST1H4C	3067	3600	1247	2856	1783
HIST1H2BC	1	1	1	0	1
HIST1H2AC	1	0	0	0	1
HIST1H1E	11	16	6	5	2
HIST1H2BD	4	5	5	6	10
HIST1H2BE	0	0	0	0	0
HIST1H4D	0	0	0	1	0
HIST1H3D	0	0	0	1	1
HIST1H4E	3	1	2	1	0
HIST1H2BG	0	2	0	0	0
HIST1H2AE	2	3	2	1	2
HIST1H1D	21	17	20	4	23
HIST1H4F	0	0	0	1	0
HIST1H3F	0	0	0	0	0
HIST1H2BH	7	4	3	0	2
HIST1H3G	1	1	0	0	1
HIST1H2BI	0	1	0	0	1
HIST1H4H	0	0	0	0	1
BTN3A2	19	4	10	10	16
BTN2A2	11	5	7	14	14
BTN3A1	24	17	16	21	32
BTN2A3P	6	0	2	3	2
BTN3A3	10	2	6	3	8
BTN2A1	11	2	3	3	9
LOC285819	1	0	1	1	3
HCG11	13	12	17	17	21
HMGN4	366	342	423	502	461
ABT1	150	103	57	146	100
ZNF322	7	5	10	2	6
LOC102724851	5	1	2	2	3
TRNAM16	1	6	2	1	0
TRNAI22	1	0	0	0	0
GUSBP2	1	0	0	1	0
LINC00240	4	1	0	0	0
HIST1H2BJ	0	0	1	1	0
HIST1H2AG	3	1	1	0	0
HIST1H2BK	121	92	72	154	100
HIST1H2AH	2	3	0	1	1
TRNAV20	0	0	0	0	0
TRNAL10	0	0	1	2	0
PRSS16	48	30	24	61	21
TRNAK19	0	0	0	0	0
ZNF204P	20	21	16	28	14
ZNF391	9	28	16	32	8
ZNF184	14	14	12	21	40
LINC01012	1	0	0	1	0
LOC100131289	4	4	3	1	5
HIST1H2BL	0	0	0	0	0
HIST1H2AI	1	0	0	0	0
HIST1H2AJ	7	2	1	1	4
HIST1H2BM	0	1	1	1	0
HIST1H4J	0	0	0	0	0
HIST1H4K	0	0	0	0	1
HIST1H2AL	0	0	0	0	1
HIST1H1B	5	7	1	0	3
HIST1H3I	0	2	1	0	0
HIST1H3J	0	0	0	1	0
HIST1H2AM	6	1	1	1	0
HIST1H2BO	0	0	0	0	0
LOC102724889	1	0	1	0	2
ZNF165	11	13	14	9	31
ZSCAN12P1	7	2	2	5	6
ZSCAN16-AS1	8	15	2	10	4
ZKSCAN8	58	30	35	72	42
ZNF192P1	1	3	1	0	2
TOB2P1	4	1	2	3	0
ZSCAN9	13	11	16	36	19
ZKSCAN4	13	11	8	8	18
NKAPL	0	2	2	1	3
ZSCAN26	13	10	18	21	25
PGBD1	30	14	10	13	8
ZSCAN31	0	0	0	0	2
ZKSCAN3	13	15	13	27	9
ZSCAN12	15	12	8	5	12
ZSCAN23	2	1	0	1	0
LOC101928950	1	0	1	0	1
SCAND3	7	5	9	8	2
TRNAA15	0	0	0	1	0
TRNAA5	0	0	0	1	0
LOC401242	1	0	0	0	0
HCG14	1	0	0	0	1
TRIM27	152	98	67	134	78
C6orf100	0	0	0	0	0
HCG16	1	3	0	0	0
ZNF311	21	8	10	22	11
GABBR1	43	18	14	26	16
MOG	0	1	0	2	0
ZFP57	0	1	1	4	5
HLA-F	25	5	1	13	44
IFITM4P	0	0	0	1	0
HCG4	6	2	9	4	6
LOC554223	11	1	4	6	23
HLA-G	1	1	4	7	17
HLA-H	3	3	1	8	4
HCG4B	0	0	1	1	1
HLA-A	1635	1034	493	1449	2029
HCG9	0	0	0	0	0
ZNRD1-AS1	1	0	2	0	4
ZNRD1	70	49	42	49	62
PPP1R11	256	228	77	294	196
RNF39	31	17	14	36	17
TRIM31	0	1	0	1	1
TRIM26	162	99	37	112	62
HCG17	0	0	0	0	1
HCG18	1	1	0	0	0
TRIM39	1	2	0	1	0
TRIM39-RPP21	0	0	0	0	1
RPP21	1	0	0	0	0
HLA-E	287	196	139	185	346
GNL1	115	89	50	95	116
PRR3	10	5	8	13	8
ABCF1	218	149	88	137	83
PPP1R10	138	86	51	98	88
MRPS18B	187	137	79	139	138
ATAT1	15	6	13	20	25
C6orf136	64	63	49	88	87
DHX16	66	36	13	38	29
PPP1R18	697	564	366	881	409
NRM	101	93	13	102	44
MDC1	86	70	51	90	64
TUBB	7218	5552	3605	9246	3704
FLOT1	77	72	42	120	97
IER3	1558	1157	515	1446	175
LINC00243	4	3	3	4	6
DDR1	380	238	109	299	265
GTF2H4	2	6	2	1	4
VARS2	15	13	5	21	9
HCG22	1	0	0	0	0
PSORS1C1	1	1	8	15	7
CCHCR1	14	6	2	9	13
HCG27	0	0	0	1	0
HLA-C	948	527	242	806	735
HLA-B	431	247	212	527	1129
LOC101929072	5	4	2	3	9
MICA	66	103	91	80	92
HCP5	12	8	9	16	58
HCG26	1	0	1	3	1
MICB	122	107	46	117	12
NFKBIL1	4	1	2	2	8
LTA	0	0	0	0	0
TNF	33	12	5	23	0
LTB	4	0	0	1	1
PRRC2A	70	19	60	60	68
BAG6	354	218	198	282	226
APOM	5	0	1	0	0
GPANK1	26	17	11	11	20
CSNK2B	597	381	255	331	306
LY6G5B	3	3	0	0	0
LY6G5C	3	4	0	4	1
ABHD16A	92	93	73	120	134
LY6G6C	2	0	1	0	6
C6orf25	0	0	1	0	0
DDAH2	7	5	1	10	8
CLIC1	651	428	370	511	742
MSH5	0	0	0	0	0
VWA7	0	1	0	0	0
VARS	43	36	20	40	34
LSM2	142	172	66	206	136
HSPA1L	8	1	4	4	2
HSPA1B	105	152	143	406	245
C6orf48	674	601	428	723	603
NEU1	59	45	15	47	63
SLC44A4	2	0	0	0	0
EHMT2	51	30	23	39	33
C2	0	0	0	0	0
CFB	1	0	1	2	4
NELFE	128	90	51	54	67
SKIV2L	27	19	10	17	17
DXO	35	29	12	32	11
STK19	33	26	13	39	33
ATF6B	6	8	2	8	8
FKBPL	4	2	0	3	2
PRRT1	7	6	3	5	2
LOC100507547	5	5	3	8	3
AGPAT1	122	75	32	77	31
RNF5	157	139	37	196	135
AGER	15	12	6	16	9
PBX2	47	29	17	43	24
GPSM3	21	9	8	15	2
NOTCH4	1	1	0	0	0
HCG23	2	0	1	0	0
HLA-DRB6	0	0	1	0	0
HLA-DQB1	23	0	18	29	44
HLA-DOB	3	13	4	9	19
TAP2	6	2	1	2	3
PSMB8	70	50	17	53	63
TAP1	5	0	2	0	2
PSMB9	100	29	40	65	47
LOC100294145	33	38	24	32	34
HLA-DMA	2	1	1	1	1
BRD2	391	325	212	317	284
HLA-DOA	1	1	0	1	0
HLA-DPA1	4	5	0	4	1
HLA-DPB1	23	3	2	1	2
RXRB	55	35	41	45	51
SLC39A7	68	38	15	41	23
HSD17B8	24	9	7	10	18
RING1	120	93	39	99	80
VPS52	2	3	2	3	2
RPS18	809	676	143	676	350
B3GALT4	2	1	1	0	7
WDR46	39	24	7	27	19
PFDN6	5	3	0	4	0
RGL2	45	15	17	42	46
TAPBP	309	159	76	232	103
ZBTB22	14	8	5	9	4
DAXX	99	81	42	71	76
KIFC1	22	10	7	8	16
PHF1	47	21	12	35	17
CUTA	378	177	224	203	386
SYNGAP1	9	5	2	2	2
ZBTB9	44	46	12	47	13
BAK1	48	41	11	42	38
ITPR3	411	209	171	189	483
UQCC2	78	41	19	45	50
IP6K3	0	0	2	0	0
LEMD2	104	56	49	122	127
LOC100653005	0	1	0	1	0
HMGA1	1780	1138	571	1154	746
C6orf1	30	16	10	16	45
LOC102723521	306	245	141	314	206
NUDT3	1	1	0	0	0
RPS10	1	0	0	1	0
PACSIN1	0	0	0	0	0
SPDEF	8	2	2	3	0
C6orf106	97	54	37	72	155
LOC101929243	10	2	8	3	6
SNRPC	345	300	118	257	212
UHRF1BP1	2	2	2	4	0
TAF11	14	4	4	5	11
ANKS1A	97	71	106	128	101
ZNF76	29	9	14	19	22
DEF6	20	8	2	5	8
PPARD	116	93	22	92	49
FANCE	36	31	19	43	93
RPL10A	2510	1668	803	1424	1386
TEAD3	69	42	20	61	33
FKBP5	15	10	13	9	31
SRPK1	452	369	340	389	234
SLC26A8	0	1	0	0	0
MAPK14	168	124	106	152	169
MAPK13	242	215	193	407	277
LOC102723648	0	0	0	0	0
BRPF3	59	47	32	57	18
ETV7	0	0	0	0	1
PXT1	1	0	0	0	0
KCTD20	81	83	52	65	98
STK38	108	80	80	134	127
SRSF3	1254	1164	957	1231	1068
CDKN1A	618	377	429	1050	627
CPNE5	1	0	0	0	0
PPIL1	124	161	88	144	115
C6orf89	163	81	55	84	103
MTCH1	349	265	96	344	193
PIM1	65	82	53	122	134
TMEM217	0	0	0	2	0
TBC1D22B	38	24	14	39	30
RNF8	111	70	45	90	108
CMTR1	8	5	1	1	2
CCDC167	24	21	10	32	18
MDGA1	0	0	0	0	3
ZFAND3	166	159	96	199	152
BTBD9	32	14	16	29	30
GLO1	735	708	555	734	823
DNAH8	0	0	1	0	1
SAYSD1	40	29	26	32	52
KIF6	0	0	0	1	0
DAAM2	1	0	0	0	1
MOCS1	3	1	0	2	1
LRFN2	0	0	1	0	0
UNC5CL	6	1	3	1	2
APOBEC2	5	4	4	1	3
OARD1	78	108	87	178	118
NFYA	38	41	56	66	45
ADCY10P1	2	1	5	5	4
TREM2	1	0	3	4	1
TREML2	1	0	0	0	0
TREM1	0	0	1	3	0
LOC101060264	0	0	0	0	1
FOXP4	28	17	4	14	11
MDFI	4	7	1	6	5
TFEB	6	2	0	0	6
FRS3	24	15	14	25	9
PRICKLE4	0	0	0	0	0
TOMM6	907	808	505	947	616
USP49	21	22	16	15	27
MED20	118	74	82	95	120
BYSL	36	35	22	21	37
CCND3	72	58	18	56	41
TAF8	24	21	9	32	38
C6orf132	67	64	21	72	98
GUCA1A	0	1	1	0	0
GUCA1B	6	3	9	16	10
MRPS10	375	395	367	519	184
TRERF1	134	104	108	146	123
UBR2	155	102	116	137	103
PRPH2	3	3	2	1	0
ATP6V0CP3	3	0	0	2	2
TBCC	34	23	19	24	35
GLTSCR1L	35	36	33	34	33
RPL7L1	172	141	94	119	102
C6orf226	16	14	9	10	28
CNPY3	0	1	1	2	0
PEX6	8	2	7	9	4
MEA1	8	14	0	9	5
PPP2R5D	3	0	2	1	0
KLHDC3	56	41	17	46	55
RRP36	71	72	26	42	55
CUL7	25	17	1	26	4
MRPL2	19	9	2	9	4
KLC4	11	4	10	12	30
PTK7	139	89	93	201	65
SRF	163	121	73	159	102
CUL9	31	7	9	13	14
DNPH1	180	125	66	186	266
TTBK1	0	1	0	1	0
CRIP3	1	0	0	0	1
ZNF318	129	84	70	100	67
ABCC10	21	21	15	18	23
DLK2	47	42	18	56	85
TJAP1	78	66	39	145	58
LRRC73	0	0	0	1	0
YIPF3	301	216	136	314	219
POLR1C	14	12	9	15	13
XPO5	35	21	17	26	14
POLH	55	61	57	105	114
GTPBP2	86	58	24	89	37
MAD2L1BP	83	75	45	76	73
RSPH9	2	0	1	1	0
MRPS18A	17	15	11	17	20
VEGFA	809	672	536	866	277
C6orf223	11	1	2	3	0
MRPL14	63	55	22	40	48
TMEM63B	40	18	15	29	29
CAPN11	0	1	0	0	0
LOC101929726	0	0	0	1	0
SLC29A1	113	126	31	178	101
HSP90AB1	4858	3671	2557	4395	2293
SLC35B2	196	169	60	164	107
NFKBIE	14	6	9	7	7
AARS2	50	19	24	21	20
CDC5L	246	217	166	162	205
SUPT3H	13	16	4	14	3
RUNX2	34	26	47	33	7
ENPP4	1	2	2	1	0
ENPP5	4	0	8	4	0
CYP39A1	5	1	5	2	11
SLC25A27	0	1	1	0	0
TDRD6	0	0	1	2	0
PLA2G7	0	2	2	1	3
MEP1A	1	0	1	0	0
GPR110	44	25	22	23	13
TNFRSF21	297	297	219	370	523
CD2AP	297	238	237	326	214
GPR111	0	0	1	0	0
GPR115	88	57	34	45	41
OPN5	0	1	0	0	0
PTCHD4	1	0	2	1	0
MUT	103	134	112	145	172
CENPQ	49	52	45	53	50
C6orf141	32	11	18	18	46
TFAP2B	0	0	0	0	2
MCM3	311	300	110	248	198
PAQR8	40	44	44	64	10
EFHC1	21	17	14	10	14
TRAM2	239	140	83	115	92
TRAM2-AS1	14	8	14	6	8
LOC730101	4	3	4	5	2
TMEM14A	312	256	193	389	293
GSTA4	109	114	89	192	203
RN7SK	20	9	1	8	2
ICK	30	23	39	38	37
FBXO9	182	187	109	165	132
GCM1	1	0	0	0	0
ELOVL5	439	302	332	418	224
GCLC	175	227	404	468	455
RP1-27K12.2	2	0	1	1	1
RP11-345L23.1	2	2	6	3	3
KLHL31	5	3	1	2	3
LRRC1	103	91	65	89	90
MLIP-IT1	0	1	0	0	0
MLIP	0	1	0	0	0
FAM83B	269	261	183	158	274
HMGCLL1	0	1	0	0	0
BMP5	1	0	0	0	0
COL21A1	1	0	7	0	2
DST	2470	1561	1970	1876	2257
BEND6	0	2	2	6	6
KIAA1586	38	44	46	45	29
ZNF451	22	9	3	10	8
BAG2	41	38	44	50	16
RAB23	103	80	96	67	65
PRIM2	48	60	40	74	44
GUSBP4	1	0	0	0	0
MTRNR2L9	3	2	0	2	3
LGSN	0	0	1	0	0
PTP4A1	1071	1079	1018	1250	711
PHF3	247	164	212	139	185
EYS	3	8	3	1	0
SLC25A51P1	1	0	0	0	0
LOC102723883	0	0	1	0	0
BAI3	1	0	0	0	0
LMBRD1	139	86	82	113	107
COL19A1	12	1	7	1	7
RP11-462G2.1	0	0	0	0	3
FAM135A	51	51	77	74	84
C6orf57	11	11	9	18	18
SMAP1	143	117	102	112	138
OGFRL1	183	123	216	188	137
RP11-154D6.1	0	0	0	0	0
LINC00472	6	4	3	5	0
KCNQ5	35	45	64	45	5
KHDC1	0	0	0	0	0
C6orf147	0	0	0	0	0
OOEP	1	0	0	0	3
DDX43	1	1	0	0	2
MB21D1	5	3	3	3	3
MTO1	20	34	36	41	39
EEF1A1	12867	9845	10946	14282	15827
SLC17A5	21	24	20	28	15
CD109	568	510	419	545	637
COL12A1	399	421	231	346	159
COX7A2	1517	817	1057	1032	1318
TMEM30A	433	401	385	397	301
RP1-234P15.4	2	0	0	0	1
FILIP1	0	1	2	1	1
SENP6	223	193	176	160	167
MYO6	389	354	351	507	357
LOC101928570	0	0	0	0	0
MEI4	0	0	1	0	0
IRAK1BP1	3	4	1	6	6
PHIP	114	86	79	70	62
HMGN3	233	229	188	338	247
HMGN3-AS1	1	0	2	1	1
LCA5	3	2	12	7	4
SH3BGRL2	22	25	24	34	9
C6orf7	0	0	2	0	0
ELOVL4	89	70	60	62	69
TTK	112	112	109	102	169
BCKDHB	18	28	31	32	36
LOC101928714	0	0	0	2	3
FAM46A	45	49	30	52	36
LOC102724168	0	0	0	0	1
IBTK	334	307	283	306	188
TPBG	552	491	284	356	187
UBE3D	6	8	11	16	9
DOPEY1	46	21	19	19	20
PGM3	18	16	10	16	4
RWDD2A	15	9	7	5	9
ME1	187	169	196	239	293
PRSS35	0	0	1	0	0
RIPPLY2	0	3	0	1	0
CYB5R4	93	105	70	66	110
LOC100506908	1	0	0	0	0
MRAP2	2	2	0	2	0
KIAA1009	30	30	16	21	32
LOC101928820	6	3	4	4	0
NT5E	526	326	453	390	235
SNX14	204	151	133	118	117
SYNCRIP	927	881	599	737	614
SNHG5	1033	377	125	46	321
LOC101928870	0	0	0	2	0
ZNF292	227	166	125	105	126
GJB7	1	0	0	0	0
SMIM8	11	4	8	9	11
C6orf163	2	0	1	0	2
C6orf164	1	0	1	0	0
C6orf165	1	0	0	1	2
SLC35A1	42	36	56	64	58
RARS2	128	92	74	74	106
ORC3	105	72	50	68	63
AKIRIN2	172	107	136	180	148
RNGTT	74	72	84	85	51
PNRC1	162	127	195	255	507
SRSF12	3	2	1	0	8
LOC101929004	0	0	0	0	1
PM20D2	41	46	53	63	111
UBE2J1	223	201	141	187	148
RRAGD	0	1	0	3	30
ANKRD6	16	10	10	12	2
LYRM2	122	113	68	79	91
MDN1	117	76	48	49	36
CASP8AP2	135	113	72	96	95
BACH2	29	18	41	27	23
MAP3K7	253	212	247	289	264
CASC6	0	0	0	0	1
MANEA-AS1	3	0	0	1	1
MANEA	122	106	110	130	91
UFL1	230	175	203	188	163
GPR63	21	16	19	32	1
NDUFAF4	99	77	81	90	101
KLHL32	1	0	2	2	0
MMS22L	82	66	65	106	70
RP1-104O17.1	0	0	0	0	1
POU3F2	0	0	0	0	0
FBXL4	35	31	48	73	48
FAXC	18	15	12	12	2
COQ3	35	33	47	59	25
PNISR	273	201	332	402	382
RP11-98I9.4	2	2	1	1	1
USP45	67	39	41	65	57
TSTD3	10	10	7	5	6
CCNC	216	205	260	216	253
ASCC3	353	284	384	326	182
HACE1	47	36	42	41	31
